"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"2124","Italy",2001,"female","5-14 years",3,2674091,0.11,"Italy2001",NA,"1,162,317,852,349",21392,"Millenials"
"2125","Italy",2002,"male","75+ years",562,1761131,31.91,"Italy2002",NA,"1,266,510,634,293",23227,"Silent"
"2126","Italy",2002,"male","55-74 years",945,5974353,15.82,"Italy2002",NA,"1,266,510,634,293",23227,"Silent"
"2127","Italy",2002,"male","35-54 years",949,8173149,11.61,"Italy2002",NA,"1,266,510,634,293",23227,"Boomers"
"2128","Italy",2002,"male","25-34 years",475,4396666,10.8,"Italy2002",NA,"1,266,510,634,293",23227,"Generation X"
"2129","Italy",2002,"male","15-24 years",208,3197550,6.5,"Italy2002",NA,"1,266,510,634,293",23227,"Millenials"
"2130","Italy",2002,"female","75+ years",180,3107879,5.79,"Italy2002",NA,"1,266,510,634,293",23227,"Silent"
"2131","Italy",2002,"female","55-74 years",323,6785890,4.76,"Italy2002",NA,"1,266,510,634,293",23227,"Silent"
"2132","Italy",2002,"female","35-54 years",277,8243211,3.36,"Italy2002",NA,"1,266,510,634,293",23227,"Boomers"
"2133","Italy",2002,"female","25-34 years",92,4321886,2.13,"Italy2002",NA,"1,266,510,634,293",23227,"Generation X"
"2134","Italy",2002,"female","15-24 years",47,3067858,1.53,"Italy2002",NA,"1,266,510,634,293",23227,"Millenials"
"2135","Italy",2002,"male","5-14 years",6,2823980,0.21,"Italy2002",NA,"1,266,510,634,293",23227,"Millenials"
"2136","Italy",2002,"female","5-14 years",5,2673289,0.19,"Italy2002",NA,"1,266,510,634,293",23227,"Millenials"
"2137","Italy",2003,"male","75+ years",612,1829091,33.46,"Italy2003",NA,"1,569,649,661,400",28572,"Silent"
"2138","Italy",2003,"male","55-74 years",904,6071347,14.89,"Italy2003",NA,"1,569,649,661,400",28572,"Silent"
"2139","Italy",2003,"male","35-54 years",951,8301977,11.46,"Italy2003",NA,"1,569,649,661,400",28572,"Boomers"
"2140","Italy",2003,"male","25-34 years",411,4369896,9.41,"Italy2003",NA,"1,569,649,661,400",28572,"Generation X"
"2141","Italy",2003,"female","75+ years",200,3206881,6.24,"Italy2003",NA,"1,569,649,661,400",28572,"Silent"
"2142","Italy",2003,"male","15-24 years",194,3148851,6.16,"Italy2003",NA,"1,569,649,661,400",28572,"Millenials"
"2143","Italy",2003,"female","55-74 years",340,6855153,4.96,"Italy2003",NA,"1,569,649,661,400",28572,"Silent"
"2144","Italy",2003,"female","35-54 years",306,8361833,3.66,"Italy2003",NA,"1,569,649,661,400",28572,"Boomers"
"2145","Italy",2003,"female","25-34 years",108,4280768,2.52,"Italy2003",NA,"1,569,649,661,400",28572,"Generation X"
"2146","Italy",2003,"female","15-24 years",39,3009624,1.3,"Italy2003",NA,"1,569,649,661,400",28572,"Millenials"
"2147","Italy",2003,"male","5-14 years",6,2828021,0.21,"Italy2003",NA,"1,569,649,661,400",28572,"Millenials"
"2148","Italy",2003,"female","5-14 years",4,2674128,0.15,"Italy2003",NA,"1,569,649,661,400",28572,"Millenials"
"2149","Italy",2004,"male","75+ years",594,1875176,31.68,"Italy2004",NA,"1,798,314,750,435",32704,"Silent"
"2150","Italy",2004,"male","55-74 years",907,6151811,14.74,"Italy2004",NA,"1,798,314,750,435",32704,"Silent"
"2151","Italy",2004,"male","35-54 years",937,8349945,11.22,"Italy2004",NA,"1,798,314,750,435",32704,"Boomers"
"2152","Italy",2004,"male","25-34 years",443,4291800,10.32,"Italy2004",NA,"1,798,314,750,435",32704,"Generation X"
"2153","Italy",2004,"female","75+ years",193,3248044,5.94,"Italy2004",NA,"1,798,314,750,435",32704,"Silent"
"2154","Italy",2004,"male","15-24 years",162,3085546,5.25,"Italy2004",NA,"1,798,314,750,435",32704,"Millenials"
"2155","Italy",2004,"female","55-74 years",303,6894582,4.39,"Italy2004",NA,"1,798,314,750,435",32704,"Silent"
"2156","Italy",2004,"female","35-54 years",285,8455011,3.37,"Italy2004",NA,"1,798,314,750,435",32704,"Boomers"
"2157","Italy",2004,"female","25-34 years",107,4225557,2.53,"Italy2004",NA,"1,798,314,750,435",32704,"Generation X"
"2158","Italy",2004,"female","15-24 years",48,2949057,1.63,"Italy2004",NA,"1,798,314,750,435",32704,"Millenials"
"2159","Italy",2004,"female","5-14 years",4,2655835,0.15,"Italy2004",NA,"1,798,314,750,435",32704,"Millenials"
"2160","Italy",2004,"male","5-14 years",3,2805792,0.11,"Italy2004",NA,"1,798,314,750,435",32704,"Millenials"
"2161","Italy",2005,"male","75+ years",512,1945546,26.32,"Italy2005",0.856,"1,852,661,982,341",33536,"Silent"
"2162","Italy",2005,"male","55-74 years",871,6210417,14.02,"Italy2005",0.856,"1,852,661,982,341",33536,"Silent"
"2163","Italy",2005,"male","35-54 years",899,8462486,10.62,"Italy2005",0.856,"1,852,661,982,341",33536,"Boomers"
"2164","Italy",2005,"male","25-34 years",343,4212476,8.14,"Italy2005",0.856,"1,852,661,982,341",33536,"Generation X"
"2165","Italy",2005,"female","75+ years",190,3344358,5.68,"Italy2005",0.856,"1,852,661,982,341",33536,"Silent"
"2166","Italy",2005,"male","15-24 years",170,3051710,5.57,"Italy2005",0.856,"1,852,661,982,341",33536,"Millenials"
"2167","Italy",2005,"female","55-74 years",336,6930686,4.85,"Italy2005",0.856,"1,852,661,982,341",33536,"Silent"
"2168","Italy",2005,"female","35-54 years",265,8562377,3.09,"Italy2005",0.856,"1,852,661,982,341",33536,"Boomers"
"2169","Italy",2005,"female","25-34 years",105,4143699,2.53,"Italy2005",0.856,"1,852,661,982,341",33536,"Generation X"
"2170","Italy",2005,"female","15-24 years",41,2915662,1.41,"Italy2005",0.856,"1,852,661,982,341",33536,"Millenials"
"2171","Italy",2005,"male","5-14 years",8,2809032,0.28,"Italy2005",0.856,"1,852,661,982,341",33536,"Millenials"
"2172","Italy",2005,"female","5-14 years",2,2656241,0.08,"Italy2005",0.856,"1,852,661,982,341",33536,"Millenials"
"2173","Italy",2006,"male","75+ years",595,2033182,29.26,"Italy2006",NA,"1,942,633,797,516",34578,"Silent"
"2174","Italy",2006,"male","55-74 years",868,6276820,13.83,"Italy2006",NA,"1,942,633,797,516",34578,"Silent"
"2175","Italy",2006,"male","35-54 years",885,8738642,10.13,"Italy2006",NA,"1,942,633,797,516",34578,"Boomers"
"2176","Italy",2006,"male","25-34 years",344,4203703,8.18,"Italy2006",NA,"1,942,633,797,516",34578,"Generation X"
"2177","Italy",2006,"male","15-24 years",145,3102361,4.67,"Italy2006",NA,"1,942,633,797,516",34578,"Millenials"
"2178","Italy",2006,"female","75+ years",160,3483117,4.59,"Italy2006",NA,"1,942,633,797,516",34578,"Silent"
"2179","Italy",2006,"female","55-74 years",274,6982799,3.92,"Italy2006",NA,"1,942,633,797,516",34578,"Silent"
"2180","Italy",2006,"female","35-54 years",298,8755013,3.4,"Italy2006",NA,"1,942,633,797,516",34578,"Boomers"
"2181","Italy",2006,"female","25-34 years",86,4103825,2.1,"Italy2006",NA,"1,942,633,797,516",34578,"Generation X"
"2182","Italy",2006,"female","15-24 years",41,2959122,1.39,"Italy2006",NA,"1,942,633,797,516",34578,"Millenials"
"2183","Italy",2006,"male","5-14 years",4,2849710,0.14,"Italy2006",NA,"1,942,633,797,516",34578,"Millenials"
"2184","Italy",2006,"female","5-14 years",0,2692378,0,"Italy2006",NA,"1,942,633,797,516",34578,"Millenials"
"2185","Italy",2007,"male","75+ years",596,2102301,28.35,"Italy2007",NA,"2,203,053,380,783",38935,"Silent"
"2186","Italy",2007,"male","55-74 years",885,6332745,13.97,"Italy2007",NA,"2,203,053,380,783",38935,"Silent"
"2187","Italy",2007,"male","35-54 years",883,8888038,9.93,"Italy2007",NA,"2,203,053,380,783",38935,"Boomers"
"2188","Italy",2007,"male","25-34 years",354,4114889,8.6,"Italy2007",NA,"2,203,053,380,783",38935,"Generation X"
"2189","Italy",2007,"male","15-24 years",170,3105574,5.47,"Italy2007",NA,"2,203,053,380,783",38935,"Millenials"
"2190","Italy",2007,"female","75+ years",171,3568393,4.79,"Italy2007",NA,"2,203,053,380,783",38935,"Silent"
"2191","Italy",2007,"female","55-74 years",274,7020728,3.9,"Italy2007",NA,"2,203,053,380,783",38935,"Silent"
"2192","Italy",2007,"female","35-54 years",295,8909678,3.31,"Italy2007",NA,"2,203,053,380,783",38935,"Boomers"
"2193","Italy",2007,"female","25-34 years",84,4028413,2.09,"Italy2007",NA,"2,203,053,380,783",38935,"Generation X"
"2194","Italy",2007,"female","15-24 years",36,2960065,1.22,"Italy2007",NA,"2,203,053,380,783",38935,"Millenials"
"2195","Italy",2007,"male","5-14 years",5,2855123,0.18,"Italy2007",NA,"2,203,053,380,783",38935,"Generation Z"
"2196","Italy",2007,"female","5-14 years",4,2697631,0.15,"Italy2007",NA,"2,203,053,380,783",38935,"Generation Z"
"2197","Italy",2008,"male","75+ years",569,2165568,26.27,"Italy2008",NA,"2,390,729,163,615",41935,"Silent"
"2198","Italy",2008,"male","55-74 years",917,6381620,14.37,"Italy2008",NA,"2,390,729,163,615",41935,"Silent"
"2199","Italy",2008,"male","35-54 years",986,9030331,10.92,"Italy2008",NA,"2,390,729,163,615",41935,"Boomers"
"2200","Italy",2008,"male","25-34 years",362,4036299,8.97,"Italy2008",NA,"2,390,729,163,615",41935,"Generation X"
"2201","Italy",2008,"male","15-24 years",161,3118926,5.16,"Italy2008",NA,"2,390,729,163,615",41935,"Millenials"
"2202","Italy",2008,"female","75+ years",163,3640837,4.48,"Italy2008",NA,"2,390,729,163,615",41935,"Silent"
"2203","Italy",2008,"female","55-74 years",313,7058147,4.43,"Italy2008",NA,"2,390,729,163,615",41935,"Silent"
"2204","Italy",2008,"female","35-54 years",295,9072205,3.25,"Italy2008",NA,"2,390,729,163,615",41935,"Boomers"
"2205","Italy",2008,"female","25-34 years",97,3960976,2.45,"Italy2008",NA,"2,390,729,163,615",41935,"Generation X"
"2206","Italy",2008,"female","15-24 years",36,2969403,1.21,"Italy2008",NA,"2,390,729,163,615",41935,"Millenials"
"2207","Italy",2008,"female","5-14 years",3,2708656,0.11,"Italy2008",NA,"2,390,729,163,615",41935,"Generation Z"
"2208","Italy",2008,"male","5-14 years",2,2866857,0.07,"Italy2008",NA,"2,390,729,163,615",41935,"Generation Z"
"2209","Italy",2009,"male","75+ years",615,2229662,27.58,"Italy2009",NA,"2,185,160,183,384",38101,"Silent"
"2210","Italy",2009,"male","55-74 years",938,6434262,14.58,"Italy2009",NA,"2,185,160,183,384",38101,"Silent"
"2211","Italy",2009,"male","35-54 years",1058,9147783,11.57,"Italy2009",NA,"2,185,160,183,384",38101,"Boomers"
"2212","Italy",2009,"male","25-34 years",332,3939821,8.43,"Italy2009",NA,"2,185,160,183,384",38101,"Generation X"
"2213","Italy",2009,"male","15-24 years",144,3121458,4.61,"Italy2009",NA,"2,185,160,183,384",38101,"Millenials"
"2214","Italy",2009,"female","55-74 years",289,7103819,4.07,"Italy2009",NA,"2,185,160,183,384",38101,"Silent"
"2215","Italy",2009,"female","75+ years",149,3710834,4.02,"Italy2009",NA,"2,185,160,183,384",38101,"Silent"
"2216","Italy",2009,"female","35-54 years",329,9209165,3.57,"Italy2009",NA,"2,185,160,183,384",38101,"Boomers"
"2217","Italy",2009,"female","25-34 years",70,3872976,1.81,"Italy2009",NA,"2,185,160,183,384",38101,"Generation X"
"2218","Italy",2009,"female","15-24 years",42,2969603,1.41,"Italy2009",NA,"2,185,160,183,384",38101,"Millenials"
"2219","Italy",2009,"male","5-14 years",6,2886464,0.21,"Italy2009",NA,"2,185,160,183,384",38101,"Generation Z"
"2220","Italy",2009,"female","5-14 years",2,2725983,0.07,"Italy2009",NA,"2,185,160,183,384",38101,"Generation Z"
"2221","Italy",2010,"male","75+ years",591,2295316,25.75,"Italy2010",0.869,"2,125,058,244,243",36869,"Silent"
"2222","Italy",2010,"male","55-74 years",944,6491779,14.54,"Italy2010",0.869,"2,125,058,244,243",36869,"Silent"
"2223","Italy",2010,"male","35-54 years",1098,9238959,11.88,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation X"
"2224","Italy",2010,"male","25-34 years",341,3839282,8.88,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation X"
"2225","Italy",2010,"male","15-24 years",144,3116429,4.62,"Italy2010",0.869,"2,125,058,244,243",36869,"Millenials"
"2226","Italy",2010,"female","75+ years",161,3782232,4.26,"Italy2010",0.869,"2,125,058,244,243",36869,"Silent"
"2227","Italy",2010,"female","55-74 years",294,7158216,4.11,"Italy2010",0.869,"2,125,058,244,243",36869,"Silent"
"2228","Italy",2010,"female","35-54 years",292,9323044,3.13,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation X"
"2229","Italy",2010,"female","25-34 years",82,3781490,2.17,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation X"
"2230","Italy",2010,"female","15-24 years",31,2961065,1.05,"Italy2010",0.869,"2,125,058,244,243",36869,"Millenials"
"2231","Italy",2010,"male","5-14 years",10,2906335,0.34,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation Z"
"2232","Italy",2010,"female","5-14 years",1,2743696,0.04,"Italy2010",0.869,"2,125,058,244,243",36869,"Generation Z"
"2233","Japan",2000,"male","55-74 years",7988,14034032,56.92,"Japan2000",0.857,"4,887,519,660,745",40813,"Silent"
"2234","Japan",2000,"male","75+ years",1619,3187143,50.8,"Japan2000",0.857,"4,887,519,660,745",40813,"G.I. Generation"
"2235","Japan",2000,"male","35-54 years",8023,17540437,45.74,"Japan2000",0.857,"4,887,519,660,745",40813,"Boomers"
"2236","Japan",2000,"female","75+ years",1796,5792695,31,"Japan2000",0.857,"4,887,519,660,745",40813,"G.I. Generation"
"2237","Japan",2000,"male","25-34 years",2454,9260089,26.5,"Japan2000",0.857,"4,887,519,660,745",40813,"Generation X"
"2238","Japan",2000,"female","55-74 years",3032,15357610,19.74,"Japan2000",0.857,"4,887,519,660,745",40813,"Silent"
"2239","Japan",2000,"male","15-24 years",1273,8063415,15.79,"Japan2000",0.857,"4,887,519,660,745",40813,"Generation X"
"2240","Japan",2000,"female","35-54 years",2172,17380248,12.5,"Japan2000",0.857,"4,887,519,660,745",40813,"Boomers"
"2241","Japan",2000,"female","25-34 years",1027,8975013,11.44,"Japan2000",0.857,"4,887,519,660,745",40813,"Generation X"
"2242","Japan",2000,"female","15-24 years",531,7669997,6.92,"Japan2000",0.857,"4,887,519,660,745",40813,"Generation X"
"2243","Japan",2000,"male","5-14 years",58,6401260,0.91,"Japan2000",0.857,"4,887,519,660,745",40813,"Millenials"
"2244","Japan",2000,"female","5-14 years",16,6090721,0.26,"Japan2000",0.857,"4,887,519,660,745",40813,"Millenials"
"2245","Japan",2001,"male","55-74 years",7690,14064000,54.68,"Japan2001",NA,"4,303,544,259,843",35843,"Silent"
"2246","Japan",2001,"male","75+ years",1692,3404000,49.71,"Japan2001",NA,"4,303,544,259,843",35843,"Silent"
"2247","Japan",2001,"male","35-54 years",7913,17516000,45.18,"Japan2001",NA,"4,303,544,259,843",35843,"Boomers"
"2248","Japan",2001,"female","75+ years",1689,6095000,27.71,"Japan2001",NA,"4,303,544,259,843",35843,"Silent"
"2249","Japan",2001,"male","25-34 years",2388,9466000,25.23,"Japan2001",NA,"4,303,544,259,843",35843,"Generation X"
"2250","Japan",2001,"female","55-74 years",2870,15379000,18.66,"Japan2001",NA,"4,303,544,259,843",35843,"Silent"
"2251","Japan",2001,"male","15-24 years",1146,7856000,14.59,"Japan2001",NA,"4,303,544,259,843",35843,"Millenials"
"2252","Japan",2001,"female","35-54 years",2148,17363000,12.37,"Japan2001",NA,"4,303,544,259,843",35843,"Boomers"
"2253","Japan",2001,"female","25-34 years",1013,9178000,11.04,"Japan2001",NA,"4,303,544,259,843",35843,"Generation X"
"2254","Japan",2001,"female","15-24 years",522,7460000,7,"Japan2001",NA,"4,303,544,259,843",35843,"Millenials"
"2255","Japan",2001,"male","5-14 years",39,6295000,0.62,"Japan2001",NA,"4,303,544,259,843",35843,"Millenials"
"2256","Japan",2001,"female","5-14 years",22,5990000,0.37,"Japan2001",NA,"4,303,544,259,843",35843,"Millenials"
"2257","Japan",2002,"male","55-74 years",7956,14446000,55.07,"Japan2002",NA,"4,115,116,279,070",34239,"Silent"
"2258","Japan",2002,"male","35-54 years",8202,17249000,47.55,"Japan2002",NA,"4,115,116,279,070",34239,"Boomers"
"2259","Japan",2002,"male","75+ years",1709,3621000,47.2,"Japan2002",NA,"4,115,116,279,070",34239,"Silent"
"2260","Japan",2002,"female","75+ years",1664,6387000,26.05,"Japan2002",NA,"4,115,116,279,070",34239,"Silent"
"2261","Japan",2002,"male","25-34 years",2444,9406000,25.98,"Japan2002",NA,"4,115,116,279,070",34239,"Generation X"
"2262","Japan",2002,"female","55-74 years",2919,15754000,18.53,"Japan2002",NA,"4,115,116,279,070",34239,"Silent"
"2263","Japan",2002,"male","15-24 years",1131,7671000,14.74,"Japan2002",NA,"4,115,116,279,070",34239,"Millenials"
"2264","Japan",2002,"female","35-54 years",2187,17125000,12.77,"Japan2002",NA,"4,115,116,279,070",34239,"Boomers"
"2265","Japan",2002,"female","25-34 years",1005,9124000,11.01,"Japan2002",NA,"4,115,116,279,070",34239,"Generation X"
"2266","Japan",2002,"female","15-24 years",461,7274000,6.34,"Japan2002",NA,"4,115,116,279,070",34239,"Millenials"
"2267","Japan",2002,"male","5-14 years",25,6215000,0.4,"Japan2002",NA,"4,115,116,279,070",34239,"Millenials"
"2268","Japan",2002,"female","5-14 years",12,5917000,0.2,"Japan2002",NA,"4,115,116,279,070",34239,"Millenials"
"2269","Japan",2003,"male","55-74 years",8409,14889000,56.48,"Japan2003",NA,"4,445,658,071,222",36926,"Silent"
"2270","Japan",2003,"male","35-54 years",8948,16966000,52.74,"Japan2003",NA,"4,445,658,071,222",36926,"Boomers"
"2271","Japan",2003,"male","75+ years",1733,3835000,45.19,"Japan2003",NA,"4,445,658,071,222",36926,"Silent"
"2272","Japan",2003,"male","25-34 years",2910,9349000,31.13,"Japan2003",NA,"4,445,658,071,222",36926,"Generation X"
"2273","Japan",2003,"female","75+ years",1643,6676000,24.61,"Japan2003",NA,"4,445,658,071,222",36926,"Silent"
"2274","Japan",2003,"female","55-74 years",3100,16200000,19.14,"Japan2003",NA,"4,445,658,071,222",36926,"Silent"
"2275","Japan",2003,"male","15-24 years",1158,7483000,15.48,"Japan2003",NA,"4,445,658,071,222",36926,"Millenials"
"2276","Japan",2003,"female","35-54 years",2227,16840000,13.22,"Japan2003",NA,"4,445,658,071,222",36926,"Boomers"
"2277","Japan",2003,"female","25-34 years",1132,9059000,12.5,"Japan2003",NA,"4,445,658,071,222",36926,"Generation X"
"2278","Japan",2003,"female","15-24 years",556,7089000,7.84,"Japan2003",NA,"4,445,658,071,222",36926,"Millenials"
"2279","Japan",2003,"female","5-14 years",33,5858000,0.56,"Japan2003",NA,"4,445,658,071,222",36926,"Millenials"
"2280","Japan",2003,"male","5-14 years",32,6151000,0.52,"Japan2003",NA,"4,445,658,071,222",36926,"Millenials"
"2281","Japan",2004,"male","55-74 years",7895,15316000,51.55,"Japan2004",NA,"4,815,148,854,362",39960,"Silent"
"2282","Japan",2004,"male","35-54 years",8056,16685000,48.28,"Japan2004",NA,"4,815,148,854,362",39960,"Boomers"
"2283","Japan",2004,"male","75+ years",1876,4056000,46.25,"Japan2004",NA,"4,815,148,854,362",39960,"Silent"
"2284","Japan",2004,"male","25-34 years",2677,9241000,28.97,"Japan2004",NA,"4,815,148,854,362",39960,"Generation X"
"2285","Japan",2004,"female","75+ years",1595,6977000,22.86,"Japan2004",NA,"4,815,148,854,362",39960,"Silent"
"2286","Japan",2004,"female","55-74 years",2941,16631000,17.68,"Japan2004",NA,"4,815,148,854,362",39960,"Silent"
"2287","Japan",2004,"male","15-24 years",1233,7289000,16.92,"Japan2004",NA,"4,815,148,854,362",39960,"Millenials"
"2288","Japan",2004,"female","35-54 years",2045,16564000,12.35,"Japan2004",NA,"4,815,148,854,362",39960,"Boomers"
"2289","Japan",2004,"female","25-34 years",1088,8932000,12.18,"Japan2004",NA,"4,815,148,854,362",39960,"Generation X"
"2290","Japan",2004,"female","15-24 years",579,6905000,8.39,"Japan2004",NA,"4,815,148,854,362",39960,"Millenials"
"2291","Japan",2004,"male","5-14 years",27,6097000,0.44,"Japan2004",NA,"4,815,148,854,362",39960,"Millenials"
"2292","Japan",2004,"female","5-14 years",22,5807000,0.38,"Japan2004",NA,"4,815,148,854,362",39960,"Millenials"
"2293","Japan",2005,"male","55-74 years",8005,15797130,50.67,"Japan2005",0.874,"4,755,410,630,912",39412,"Silent"
"2294","Japan",2005,"male","35-54 years",8073,16566953,48.73,"Japan2005",0.874,"4,755,410,630,912",39412,"Boomers"
"2295","Japan",2005,"male","75+ years",1858,4288706,43.32,"Japan2005",0.874,"4,755,410,630,912",39412,"Silent"
"2296","Japan",2005,"male","25-34 years",2862,8984855,31.85,"Japan2005",0.874,"4,755,410,630,912",39412,"Generation X"
"2297","Japan",2005,"female","75+ years",1600,7307828,21.89,"Japan2005",0.874,"4,755,410,630,912",39412,"Silent"
"2298","Japan",2005,"male","15-24 years",1243,7043709,17.65,"Japan2005",0.874,"4,755,410,630,912",39412,"Millenials"
"2299","Japan",2005,"female","55-74 years",2786,17011318,16.38,"Japan2005",0.874,"4,755,410,630,912",39412,"Silent"
"2300","Japan",2005,"female","25-34 years",1140,8705334,13.1,"Japan2005",0.874,"4,755,410,630,912",39412,"Generation X"
"2301","Japan",2005,"female","35-54 years",2114,16388567,12.9,"Japan2005",0.874,"4,755,410,630,912",39412,"Boomers"
"2302","Japan",2005,"female","15-24 years",643,6672938,9.64,"Japan2005",0.874,"4,755,410,630,912",39412,"Millenials"
"2303","Japan",2005,"male","5-14 years",29,6095375,0.48,"Japan2005",0.874,"4,755,410,630,912",39412,"Millenials"
"2304","Japan",2005,"female","5-14 years",16,5794794,0.28,"Japan2005",0.874,"4,755,410,630,912",39412,"Millenials"
"2305","Japan",2006,"male","55-74 years",7921,16002000,49.5,"Japan2006",NA,"4,530,377,224,970",37534,"Silent"
"2306","Japan",2006,"male","35-54 years",7436,16519000,45.01,"Japan2006",NA,"4,530,377,224,970",37534,"Boomers"
"2307","Japan",2006,"male","75+ years",1945,4512000,43.11,"Japan2006",NA,"4,530,377,224,970",37534,"Silent"
"2308","Japan",2006,"male","25-34 years",2667,8758000,30.45,"Japan2006",NA,"4,530,377,224,970",37534,"Generation X"
"2309","Japan",2006,"female","75+ years",1639,7608000,21.54,"Japan2006",NA,"4,530,377,224,970",37534,"Silent"
"2310","Japan",2006,"male","15-24 years",1257,6916000,18.18,"Japan2006",NA,"4,530,377,224,970",37534,"Millenials"
"2311","Japan",2006,"female","55-74 years",2866,17213000,16.65,"Japan2006",NA,"4,530,377,224,970",37534,"Silent"
"2312","Japan",2006,"female","35-54 years",2193,16320000,13.44,"Japan2006",NA,"4,530,377,224,970",37534,"Boomers"
"2313","Japan",2006,"female","25-34 years",1133,8473000,13.37,"Japan2006",NA,"4,530,377,224,970",37534,"Generation X"
"2314","Japan",2006,"female","15-24 years",635,6548000,9.7,"Japan2006",NA,"4,530,377,224,970",37534,"Millenials"
"2315","Japan",2006,"male","5-14 years",57,6066000,0.94,"Japan2006",NA,"4,530,377,224,970",37534,"Millenials"
"2316","Japan",2006,"female","5-14 years",20,5767000,0.35,"Japan2006",NA,"4,530,377,224,970",37534,"Millenials"
"2317","Japan",2007,"male","55-74 years",8184,16130000,50.74,"Japan2007",NA,"4,515,264,514,431",37408,"Silent"
"2318","Japan",2007,"male","75+ years",2205,4744000,46.48,"Japan2007",NA,"4,515,264,514,431",37408,"Silent"
"2319","Japan",2007,"male","35-54 years",7599,16557000,45.9,"Japan2007",NA,"4,515,264,514,431",37408,"Boomers"
"2320","Japan",2007,"male","25-34 years",2596,8501000,30.54,"Japan2007",NA,"4,515,264,514,431",37408,"Generation X"
"2321","Japan",2007,"female","75+ years",1691,7913000,21.37,"Japan2007",NA,"4,515,264,514,431",37408,"Silent"
"2322","Japan",2007,"male","15-24 years",1252,6795000,18.43,"Japan2007",NA,"4,515,264,514,431",37408,"Millenials"
"2323","Japan",2007,"female","55-74 years",3108,17338000,17.93,"Japan2007",NA,"4,515,264,514,431",37408,"Silent"
"2324","Japan",2007,"female","35-54 years",2303,16325000,14.11,"Japan2007",NA,"4,515,264,514,431",37408,"Boomers"
"2325","Japan",2007,"female","25-34 years",1084,8212000,13.2,"Japan2007",NA,"4,515,264,514,431",37408,"Generation X"
"2326","Japan",2007,"female","15-24 years",596,6430000,9.27,"Japan2007",NA,"4,515,264,514,431",37408,"Millenials"
"2327","Japan",2007,"male","5-14 years",31,6027000,0.51,"Japan2007",NA,"4,515,264,514,431",37408,"Generation Z"
"2328","Japan",2007,"female","5-14 years",16,5732000,0.28,"Japan2007",NA,"4,515,264,514,431",37408,"Generation Z"
"2329","Japan",2008,"male","55-74 years",7894,16197000,48.74,"Japan2008",NA,"5,037,908,465,114",41773,"Silent"
"2330","Japan",2008,"male","35-54 years",7344,16657000,44.09,"Japan2008",NA,"5,037,908,465,114",41773,"Boomers"
"2331","Japan",2008,"male","75+ years",2132,4965000,42.94,"Japan2008",NA,"5,037,908,465,114",41773,"Silent"
"2332","Japan",2008,"male","25-34 years",2651,8234000,32.2,"Japan2008",NA,"5,037,908,465,114",41773,"Generation X"
"2333","Japan",2008,"female","75+ years",1673,8207000,20.39,"Japan2008",NA,"5,037,908,465,114",41773,"Silent"
"2334","Japan",2008,"male","15-24 years",1343,6650000,20.2,"Japan2008",NA,"5,037,908,465,114",41773,"Millenials"
"2335","Japan",2008,"female","55-74 years",2885,17395000,16.59,"Japan2008",NA,"5,037,908,465,114",41773,"Silent"
"2336","Japan",2008,"female","25-34 years",1203,7933000,15.16,"Japan2008",NA,"5,037,908,465,114",41773,"Generation X"
"2337","Japan",2008,"female","35-54 years",2237,16400000,13.64,"Japan2008",NA,"5,037,908,465,114",41773,"Boomers"
"2338","Japan",2008,"female","15-24 years",652,6293000,10.36,"Japan2008",NA,"5,037,908,465,114",41773,"Millenials"
"2339","Japan",2008,"male","5-14 years",41,5982000,0.69,"Japan2008",NA,"5,037,908,465,114",41773,"Generation Z"
"2340","Japan",2008,"female","5-14 years",18,5689000,0.32,"Japan2008",NA,"5,037,908,465,114",41773,"Generation Z"
"2341","Japan",2009,"male","55-74 years",7983,16224000,49.2,"Japan2009",NA,"5,231,382,674,594",43415,"Silent"
"2342","Japan",2009,"male","35-54 years",7799,16796000,46.43,"Japan2009",NA,"5,231,382,674,594",43415,"Boomers"
"2343","Japan",2009,"male","75+ years",2216,5174000,42.83,"Japan2009",NA,"5,231,382,674,594",43415,"Silent"
"2344","Japan",2009,"male","25-34 years",2657,7987000,33.27,"Japan2009",NA,"5,231,382,674,594",43415,"Generation X"
"2345","Japan",2009,"male","15-24 years",1326,6514000,20.36,"Japan2009",NA,"5,231,382,674,594",43415,"Millenials"
"2346","Japan",2009,"female","75+ years",1649,8488000,19.43,"Japan2009",NA,"5,231,382,674,594",43415,"Silent"
"2347","Japan",2009,"female","55-74 years",2820,17413000,16.19,"Japan2009",NA,"5,231,382,674,594",43415,"Silent"
"2348","Japan",2009,"female","25-34 years",1085,7679000,14.13,"Japan2009",NA,"5,231,382,674,594",43415,"Generation X"
"2349","Japan",2009,"female","35-54 years",2328,16517000,14.09,"Japan2009",NA,"5,231,382,674,594",43415,"Boomers"
"2350","Japan",2009,"female","15-24 years",605,6163000,9.82,"Japan2009",NA,"5,231,382,674,594",43415,"Millenials"
